Pattern,Solar_PV_Pump,Solar_PV_Buildings_DGVCL,Solar_PV_Buildings_Kachchh,Solar_PV_Buildings_MGVCL,Solar_PV_Pumps_PGVCL,Solar_PV_Buildings_UGVCL,Solar_PV_Utility_DGVCL,Solar_PV_Utility_Kachchh,Solar_PV_Utility_MGVCL,Solar_PV_Utility_PGVCL,Solar_PV_Utility_UGVCL,Wind_Offshore_Ahmedabad,Wind_Offshore_DGVCL,Wind_Offshore_Kachchh,Wind_Offshore_MGVCL,Wind_Offshore_PGVCL,Wind_Offshore_Surat,Wind_Offshore_UGVCL,Wind_Onshore_Ahmedabad,Wind_Onshore_DGVCL,Wind_Onshore_Kachchh,Wind_Onshore_MGVCL,Wind_Onshore_PGVCL,Wind_Onshore_Surat,Wind_Onshore_UGVCL
"M11,D16,H12",0.64237111,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493
"M11,D16,H13",0.66075859,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869
"M11,D16,H14",0.618796366,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994
"M11,D16,H15",0.526247347,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775
"M11,D16,H16",0.383538766,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492
"M11,D16,H17",0.208847635,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428
"M11,D16,H18",0.061309768,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239
"M11,D16,H19",0.002030221,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549
"M11,D16,H20",0,0,0,0,0,0,0,0,0,0,0,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608
"M11,D16,H21",0,0,0,0,0,0,0,0,0,0,0,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716
"M11,D16,H22",0,0,0,0,0,0,0,0,0,0,0,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685
"M11,D16,H23",0,0,0,0,0,0,0,0,0,0,0,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498
"M11,D16,H24",0,0,0,0,0,0,0,0,0,0,0,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373
"M11,D17,H1",0,0,0,0,0,0,0,0,0,0,0,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235
"M11,D17,H2",0,0,0,0,0,0,0,0,0,0,0,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741
"M11,D17,H3",0,0,0,0,0,0,0,0,0,0,0,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829
"M11,D17,H4",0,0,0,0,0,0,0,0,0,0,0,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891
"M11,D17,H5",0,0,0,0,0,0,0,0,0,0,0,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941
"M11,D17,H6",0,0,0,0,0,0,0,0,0,0,0,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016
"M11,D17,H7",0.002965102,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523
"M11,D17,H8",0.070649577,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623
"M11,D17,H9",0.23442022,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348
"M11,D17,H10",0.418460515,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753
"M11,D17,H11",0.559857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043
"M11,D17,H12",0.64237111,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493
"M11,D17,H13",0.66075859,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869
"M11,D17,H14",0.618796366,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994
"M11,D17,H15",0.526247347,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775
"M11,D17,H16",0.383538766,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492
"M11,D17,H17",0.208847635,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428
"M11,D17,H18",0.061309768,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239
"M11,D17,H19",0.002030221,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549
"M11,D17,H20",0,0,0,0,0,0,0,0,0,0,0,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608
"M11,D17,H21",0,0,0,0,0,0,0,0,0,0,0,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716
"M11,D17,H22",0,0,0,0,0,0,0,0,0,0,0,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685
"M11,D17,H23",0,0,0,0,0,0,0,0,0,0,0,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498
"M11,D17,H24",0,0,0,0,0,0,0,0,0,0,0,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373
"M11,D18,H1",0,0,0,0,0,0,0,0,0,0,0,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235
"M11,D18,H2",0,0,0,0,0,0,0,0,0,0,0,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741
"M11,D18,H3",0,0,0,0,0,0,0,0,0,0,0,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829
"M11,D18,H4",0,0,0,0,0,0,0,0,0,0,0,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891
"M11,D18,H5",0,0,0,0,0,0,0,0,0,0,0,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941
"M11,D18,H6",0,0,0,0,0,0,0,0,0,0,0,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016
"M11,D18,H7",0.002965102,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523
"M11,D18,H8",0.070649577,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623
"M11,D18,H9",0.23442022,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348
"M11,D18,H10",0.418460515,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753
"M11,D18,H11",0.559857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043
"M11,D18,H12",0.64237111,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493
"M11,D18,H13",0.66075859,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869
"M11,D18,H14",0.618796366,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994
"M11,D18,H15",0.526247347,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,52.62473466,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775,3.302800775
"M11,D18,H16",0.383538766,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,38.35387659,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492,4.368504492
"M11,D18,H17",0.208847635,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,20.88476345,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428,5.231636428
"M11,D18,H18",0.061309768,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.130976794,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239,6.129998239
"M11,D18,H19",0.002030221,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,0.203022126,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549,7.451118549
"M11,D18,H20",0,0,0,0,0,0,0,0,0,0,0,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608,9.124537608
"M11,D18,H21",0,0,0,0,0,0,0,0,0,0,0,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716,10.8155716
"M11,D18,H22",0,0,0,0,0,0,0,0,0,0,0,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685,12.15430685
"M11,D18,H23",0,0,0,0,0,0,0,0,0,0,0,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498,12.68275498
"M11,D18,H24",0,0,0,0,0,0,0,0,0,0,0,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373,13.03505373
"M11,D19,H1",0,0,0,0,0,0,0,0,0,0,0,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235,13.42258235
"M11,D19,H2",0,0,0,0,0,0,0,0,0,0,0,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741,13.40496741
"M11,D19,H3",0,0,0,0,0,0,0,0,0,0,0,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829,13.15835829
"M11,D19,H4",0,0,0,0,0,0,0,0,0,0,0,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891,12.98220891
"M11,D19,H5",0,0,0,0,0,0,0,0,0,0,0,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941,12.84128941
"M11,D19,H6",0,0,0,0,0,0,0,0,0,0,0,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016
"M11,D19,H7",0.002965102,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,0.296510164,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523,12.61229523
"M11,D19,H8",0.070649577,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,7.064957728,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623,12.33045623
"M11,D19,H9",0.23442022,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,23.44202195,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348,10.28712348
"M11,D19,H10",0.418460515,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,41.84605145,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753,6.900651753
"M11,D19,H11",0.559857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,55.9857708,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043,4.10428043
"M11,D19,H12",0.64237111,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,64.23711101,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493,3.522987493
"M11,D19,H13",0.66075859,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,66.07585899,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869,3.417297869
"M11,D19,H14",0.618796366,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,61.87963664,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994,3.100228994
